"","date","code","year","month","week","PM2.5","c_AOD","TEMP","AP","RH","elevation","WS","a_buffer10"
"185","4/12/2015","1001A","2015","12","5",39.17391304,0.185189261,-0.815844657,1010.049532,44.84411697,45,2.483822339,99
"186","5/12/2015","1001A","2015","12","6",54.45833333,0.184191494,-0.266771756,1012.194574,57.2749989,45,1.613408662,99
"187","6/12/2015","1001A","2015","12","0",151.6521739,0.826753435,-0.584661608,1012.715593,69.79227534,45,1.059268859,99
"188","7/12/2015","1001A","2015","12","1",175.6363636,2.939026153,0.617144847,1015.254866,76.15958145,45,1.045622911,99
"189","10/12/2015","1001A","2015","12","4",115.45,0.175211591,2.230912703,1008.827113,64.41478106,45,2.14440825,99
"190","11/12/2015","1001A","2015","12","5",42.1,0.270997222,-0.601477492,1011.944814,57.42807378,45,1.074417011,99
"191","12/12/2015","1001A","2015","12","6",178.9545455,1.904341784,-0.478026907,1009.127441,70.19281397,45,1.008247438,99
"192","13/12/2015","1001A","2015","12","0",200.2222222,1.145041105,-0.534708894,1009.786977,75.16665247,45,1.047461261,99
"193","15/12/2015","1001A","2015","12","2",7.291666667,0.150267416,-0.378429146,1009.149771,39.9219662,45,4.054333232,99
"194","16/12/2015","1001A","2015","12","3",6.086956522,0.157251785,-2.545584187,1014.376838,33.5199391,45,4.157361985,99
"195","17/12/2015","1001A","2015","12","4",56.21052632,0.280974892,-3.618904761,1015.631364,45.60982747,45,1.827553522,99
"196","18/12/2015","1001A","2015","12","5",64.66666667,0.204146833,-1.797166281,1016.567128,52.07096979,45,1.684587407,99
"197","22/12/2015","1001A","2015","12","2",323.5416667,2.894126639,-2.891586694,1010.657337,84.03415615,45,1.231423982,99
"198","23/12/2015","1001A","2015","12","3",341.9411765,1.405458289,-1.515057676,1009.662988,77.99889743,45,1.119810672,99
"199","28/12/2015","1001A","2015","12","1",117,0.381749358,-4.479251703,1017.883176,62.91857754,45,1.193203379,99
"200","30/12/2015","1001A","2015","12","3",75.04166667,0.133305377,-0.591734412,1013.438176,55.48518589,45,2.594066704,99
"201","31/12/2015","1001A","2015","12","4",59.27272727,0.731965571,-3.196977767,1015.421554,61.79965202,45,0.85086552,99
"202","1/01/2016","1001A","2016","1","5",187.7083333,0.93451227,-3.020576571,1006.93319,69.30959594,45,0.727841169,78
"203","2/01/2016","1001A","2016","1","6",292.2916667,0.891608289,-1.593303431,1003.313499,70.6659905,45,1.063130326,78
"204","3/01/2016","1001A","2016","1","0",246.625,1.311668192,-1.878026273,1005.472559,76.34301227,45,1.489958863,78
"205","5/01/2016","1001A","2016","1","2",40.75,0.210133435,-5.06205616,1013.065322,34.76104578,45,2.082136979,78
"206","6/01/2016","1001A","2016","1","3",31.16666667,0.198160231,-4.685557085,1013.687101,43.87759684,45,2.533037539,78
"207","7/01/2016","1001A","2016","1","4",10.16666667,0.155256251,-5.003591788,1014.70013,37.06943902,45,3.182662986,78
"208","8/01/2016","1001A","2016","1","5",39.83333333,0.139291979,-4.950951776,1010.848642,38.97702042,45,2.316255231,78
"209","9/01/2016","1001A","2016","1","6",93,0.291950328,-4.727027272,1008.078163,48.21570487,45,1.2784494,78
"210","11/01/2016","1001A","2016","1","1",10.45833333,0.160245086,-6.905463943,1018.739977,34.90342633,45,3.257572046,78
"211","12/01/2016","1001A","2016","1","2",12.63636364,0.190178095,-7.70835918,1015.384248,33.58026402,45,2.744616198,78
"212","13/01/2016","1001A","2016","1","3",42.56521739,0.124325474,-5.954303486,1007.437107,32.71381936,45,2.006005531,78
"213","14/01/2016","1001A","2016","1","4",100.4166667,0.444608678,-4.131509212,1003.652443,37.23671856,45,1.677621385,78
"214","15/01/2016","1001A","2016","1","5",106.9166667,0.383744892,-4.026446886,1000.856989,44.43343031,45,1.180405061,78
"215","17/01/2016","1001A","2016","1","0",36,0.213126736,-7.377809851,1009.13075,51.72690401,45,2.770485363,78
"216","18/01/2016","1001A","2016","1","1",8.958333333,0.204146833,-10.0261185,1009.864097,31.55586414,45,3.488370148,78
"217","19/01/2016","1001A","2016","1","2",74.54166667,0.438622076,-9.340517637,1013.528708,40.18750467,45,1.54983665,78
"218","20/01/2016","1001A","2016","1","3",128.875,0.372769455,-7.02727778,1016.786983,48.58478791,45,1.576910619,78
"219","21/01/2016","1001A","2016","1","4",130.5833333,2.81729858,-6.262035996,1015.850504,70.1194491,45,1.927284453,78
"220","24/01/2016","1001A","2016","1","0",14.5,0.216120037,-11.85457754,1022.715275,28.90052601,45,4.445375544,78
"221","25/01/2016","1001A","2016","1","1",41.08333333,0.319887804,-6.548787675,1013.810819,30.579075,45,2.366449398,78
"222","26/01/2016","1001A","2016","1","2",39.04166667,0.251041882,-5.447806487,1010.896161,30.98700832,45,2.737846809,78
"223","27/01/2016","1001A","2016","1","3",104.7916667,0.983402853,-6.000836132,1010.408532,40.47382475,45,1.152724774,78
"224","28/01/2016","1001A","2016","1","4",140.25,0.796820425,-3.82253824,1012.386816,41.334488,45,1.623099489,78
"225","29/01/2016","1001A","2016","1","5",56.375,1.392487318,-6.174156619,1017.409006,45.32116878,45,1.695237902,78
"226","31/01/2016","1001A","2016","1","0",28.39130435,0.156254018,-6.444356524,1020.174427,35.18983077,45,2.953642886,78
